formal_group,long_chain_count_ge_8,long_chain_count_ge_16,long_chain_count_ge_32,chain_gain_per_1pct_drop,status,error,matrix_name,source,input_path,n_rows,drop_method,drop_ratio_target,drop_ratio_actual,risk_threshold,max_drop_per_row,keep_row_max_predecessor,forbid_empty_rows,dropped_nnz,dropped_rows,strict_lower_nnz_before,strict_lower_nnz_after,single_pred_rows_before,single_pred_rows_after,multi_pred_rows_before,multi_pred_rows_after,multi_pred_to_single_pred_rows,strict_chain_count_before,strict_chain_count_after,strict_chain_row_coverage_before,strict_chain_row_coverage_after,strict_chain_row_coverage_gain,strict_chain_row_coverage_gain_ratio,strict_chain_coverage_gain_per_drop_ratio,strict_chain_coverage_gain_per_drop_percent,frontier_safe_chain_row_coverage_before,frontier_safe_chain_row_coverage_after,frontier_safe_chain_row_coverage_gain,frontier_safe_chain_row_coverage_gain_ratio,frontier_safe_boundary_cut_before,frontier_safe_boundary_cut_after,frontier_safe_boundary_cut_reduction,effective_chain_rows_ge_8_before,effective_chain_rows_ge_8_after,effective_chain_rows_ge_8,effective_chain_rows_ge_8_gain,effective_chain_rows_ge_8_gain_per_dropped_edge,effective_chain_rows_ge_16_before,effective_chain_rows_ge_16_after,effective_chain_rows_ge_16,effective_chain_rows_ge_16_gain,effective_chain_rows_ge_16_gain_per_dropped_edge,effective_chain_rows_ge_32_before,effective_chain_rows_ge_32_after,effective_chain_rows_ge_32,effective_chain_rows_ge_32_gain,effective_chain_rows_ge_32_gain_per_dropped_edge,effective_chain_count_ge_8_before,effective_chain_count_ge_8_after,effective_chain_count_ge_8_gain,effective_chain_count_ge_16_before,effective_chain_count_ge_16_after,effective_chain_count_ge_16_gain,effective_chain_count_ge_32_before,effective_chain_count_ge_32_after,effective_chain_count_ge_32_gain,effective_chain_coverage_ge_8_before,effective_chain_coverage_ge_8_after,effective_chain_coverage_ge_8,effective_chain_coverage_ge_8_gain,effective_chain_coverage_ge_8_gain_per_drop_ratio,effective_chain_coverage_ge_8_gain_per_drop_percent,effective_chain_coverage_ge_16_before,effective_chain_coverage_ge_16_after,effective_chain_coverage_ge_16,effective_chain_coverage_ge_16_gain,effective_chain_coverage_ge_16_gain_per_drop_ratio,effective_chain_coverage_ge_16_gain_per_drop_percent,effective_chain_coverage_ge_32_before,effective_chain_coverage_ge_32_after,effective_chain_coverage_ge_32,effective_chain_coverage_ge_32_gain,effective_chain_coverage_ge_32_gain_per_drop_ratio,effective_chain_coverage_ge_32_gain_per_drop_percent,avg_chain_length_before,avg_chain_length_after,avg_effective_chain_length_ge_8_before,avg_effective_chain_length_ge_8_after,avg_effective_chain_length_ge_16_before,avg_effective_chain_length_ge_16_after,avg_effective_chain_length_ge_32_before,avg_effective_chain_length_ge_32_after,effective_long_chain_score_before,effective_long_chain_score_after,effective_long_chain_score_gain,effective_long_chain_score_gain_per_drop_percent,max_chain_length_before,max_chain_length_after,strict_chain_len_ge_8_before,strict_chain_len_ge_8_after,strict_chain_len_ge_16_before,strict_chain_len_ge_16_after,strict_chain_len_ge_32_before,strict_chain_len_ge_32_after,chain_gain_per_dropped_edge
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.01,0.009999848193886768,0.001,-1,1,1,26349,13898,2634940,2608591,830,862,77374,77342,32,427,455,1042,1102,60,0.0007425742574257426,0.07425855303280528,0.0007425855303280528,19508,23305,3797,0.04699257425742574,11009,10252,757,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.421978021978022,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.002277126266651486
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.01,0.009999848193886768,0.01,1,1,1,26349,26349,2634940,2608591,830,1356,77374,76848,526,427,696,1042,1732,690,0.00853960396039604,0.8539733598772606,0.008539733598772607,19508,23187,3679,0.04553217821782178,11009,9713,1296,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.4885057471264367,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.026186952066492086
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.01,0.009999848193886768,0.01,-1,1,1,26349,13669,2634940,2608591,830,2607,77374,75597,1777,427,1731,1042,3982,2940,0.036386138613861384,3.638669098607458,0.03638669098607458,19508,20293,785,0.009715346534653465,11009,10225,784,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.3004043905257077,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.1115791870659228
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.02,3.7951528308044965e-06,0.0001,1,1,1,10,10,2634940,2634930,830,830,77374,77374,0,427,427,1042,1042,0,0.0,0.0,0.0,19508,19508,0,0.0,11009,11009,0,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.440281030444965,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.0
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.02,1.138545849241349e-05,0.0001,-1,1,1,30,10,2634940,2634910,830,830,77374,77374,0,427,427,1042,1042,0,0.0,0.0,0.0,19508,19414,-94,-0.0011633663366336633,11009,10962,47,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.440281030444965,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.0
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.02,0.019999696387773536,0.001,1,1,1,52698,52698,2634940,2582242,830,862,77374,77342,32,427,455,1042,1102,60,0.0007425742574257426,0.03712927651640264,0.0003712927651640264,19508,21000,1492,0.018465346534653464,11009,10792,217,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.421978021978022,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.001138563133325743
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.02,0.019999696387773536,0.001,-1,1,1,52698,20377,2634940,2582242,830,862,77374,77342,32,427,455,1042,1102,60,0.0007425742574257426,0.03712927651640264,0.0003712927651640264,19508,23644,4136,0.051188118811881185,11009,10104,905,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.421978021978022,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.001138563133325743
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.02,0.019999696387773536,0.01,1,1,1,52698,52698,2634940,2582242,830,1356,77374,76848,526,427,696,1042,1732,690,0.00853960396039604,0.4269866799386303,0.0042698667993863034,19508,24583,5075,0.06280940594059406,11009,9735,1274,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.4885057471264367,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.013093476033246043
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.02,0.019999696387773536,0.01,-1,1,1,52698,17935,2634940,2582242,830,3255,77374,74949,2425,427,2379,1042,5278,4236,0.052425742574257424,2.6213269220580258,0.02621326922058026,19508,21331,1823,0.02256188118811881,11009,9848,1161,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.2185792349726774,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.08038255721279745
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.05,3.7951528308044965e-06,0.0001,1,1,1,10,10,2634940,2634930,830,830,77374,77374,0,427,427,1042,1042,0,0.0,0.0,0.0,19508,19508,0,0.0,11009,11009,0,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.440281030444965,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.0
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.05,1.138545849241349e-05,0.0001,-1,1,1,30,10,2634940,2634910,830,830,77374,77374,0,427,427,1042,1042,0,0.0,0.0,0.0,19508,19414,-94,-0.0011633663366336633,11009,10962,47,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.440281030444965,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.0
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.05,0.02555693867792056,0.001,1,1,1,67341,67341,2634940,2567599,830,865,77374,77339,35,427,457,1042,1107,65,0.0008044554455445544,0.03147698774421479,0.00031476987744214786,19508,17682,-1826,-0.022599009900990098,11009,11656,-647,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.422319474835886,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.0009652366314726541
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.05,0.05,0.001,-1,1,1,131747,27292,2634940,2503193,830,862,77374,77342,32,427,455,1042,1102,60,0.0007425742574257426,0.01485148514851485,0.0001485148514851485,19508,23967,4459,0.055185643564356436,11009,9958,1051,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.421978021978022,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.0004554183396965396
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.05,0.02866289175465096,0.01,1,1,1,75525,75525,2634940,2559415,830,1378,77374,76826,548,427,699,1042,1753,711,0.008799504950495049,0.3069999016783505,0.0030699990167835055,19508,19082,-426,-0.005272277227722773,11009,10665,344,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.507868383404864,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.009414101290963256
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.05,0.05,0.01,-1,1,1,131747,25995,2634940,2503193,830,4347,77374,73857,3517,427,3471,1042,7462,6420,0.07945544554455446,1.589108910891089,0.01589108910891089,19508,21890,2382,0.02948019801980198,11009,9058,1951,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.149812734082397,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.04872976234752974
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.1,3.7951528308044965e-06,0.0001,1,1,1,10,10,2634940,2634930,830,830,77374,77374,0,427,427,1042,1042,0,0.0,0.0,0.0,19508,19508,0,0.0,11009,11009,0,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.440281030444965,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.0
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.1,1.138545849241349e-05,0.0001,-1,1,1,30,10,2634940,2634910,830,830,77374,77374,0,427,427,1042,1042,0,0.0,0.0,0.0,19508,19414,-94,-0.0011633663366336633,11009,10962,47,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.440281030444965,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.0
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.1,0.02555693867792056,0.001,1,1,1,67341,67341,2634940,2567599,830,865,77374,77339,35,427,457,1042,1107,65,0.0008044554455445544,0.03147698774421479,0.00031476987744214786,19508,17682,-1826,-0.022599009900990098,11009,11656,-647,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.422319474835886,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.0009652366314726541
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.1,0.1,0.001,-1,1,1,263494,38670,2634940,2371446,830,862,77374,77342,32,427,455,1042,1102,60,0.0007425742574257426,0.007425742574257425,7.425742574257426e-05,19508,23764,4256,0.05267326732673267,11009,9563,1446,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.421978021978022,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.0002277091698482698
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.1,0.02866289175465096,0.01,1,1,1,75525,75525,2634940,2559415,830,1378,77374,76826,548,427,699,1042,1753,711,0.008799504950495049,0.3069999016783505,0.0030699990167835055,19508,19082,-426,-0.005272277227722773,11009,10665,344,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.507868383404864,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.009414101290963256
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,wavefront-oriented,0.1,0.1,0.01,-1,1,1,263494,31633,2634940,2371446,830,5068,77374,73136,4238,427,4192,1042,8904,7862,0.0973019801980198,0.973019801980198,0.00973019801980198,19508,23332,3824,0.04732673267326733,11009,9260,1749,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.1240458015267176,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.02983749155578495
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,scan-chain-aware,0.01,0.0,0.0001,1,1,1,0,0,2634940,2634940,830,830,77374,77374,0,427,427,1042,1042,0,0.0,0.0,0.0,19508,19508,0,0.0,11009,11009,0,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.440281030444965,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.0
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,scan-chain-aware,0.01,1.100594320933304e-05,0.0001,-1,1,1,29,10,2634940,2634911,830,830,77374,77374,0,427,427,1042,1042,0,0.0,0.0,0.0,19508,19508,0,0.0,11009,11009,0,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.440281030444965,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.0
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,scan-chain-aware,0.01,6.072244529287194e-06,0.001,1,1,1,16,16,2634940,2634924,830,846,77374,77358,16,427,438,1042,1069,27,0.0003341584158415842,55.03046101485149,0.5503046101485148,19508,19518,10,0.00012376237623762376,11009,11009,0,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.4406392694063928,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,1.6875
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,scan-chain-aware,0.01,0.009999848193886768,0.001,-1,1,1,26349,13220,2634940,2608591,830,846,77374,77358,16,427,438,1042,1069,27,0.0003341584158415842,0.03341634886476237,0.0003341634886476238,19508,26698,7190,0.08898514851485148,11009,10136,873,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.4406392694063928,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.0010247068199931686
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,scan-chain-aware,0.01,7.058984265296364e-05,0.01,1,1,1,186,186,2634940,2634754,830,1016,77374,77188,186,427,477,1042,1252,210,0.002599009900990099,36.81846854040243,0.36818468540402427,19508,19586,78,0.0009653465346534653,11009,11005,4,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.6247379454926625,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,1.1290322580645162
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,scan-chain-aware,0.01,0.009999848193886768,0.01,-1,1,1,26349,12116,2634940,2608591,830,1051,77374,77153,221,427,486,1042,1296,254,0.0031435643564356438,0.31436120783887567,0.003143612078388757,19508,25532,6024,0.07455445544554455,11009,9292,1717,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.6666666666666665,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.009639834528824623
SPD,2,2,1,0.0,ok,,apache1,factor-l,/home/scan_SpTRSV/data/factors/spcg/apache1/spcg_spilu_l_apache1_fill10_drop0.0001_sp0.mtx,80800,scan-chain-aware,0.02,0.0,0.0001,1,1,1,0,0,2634940,2634940,830,830,77374,77374,0,427,427,1042,1042,0,0.0,0.0,0.0,19508,19508,0,0.0,11009,11009,0,122,122,122,0,0.0,122,122,122,0,0.0,101,101,101,0,0.0,2,2,0,2,2,0,1,1,0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00150990099009901,0.00150990099009901,0.00150990099009901,0.0,0.0,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,2.440281030444965,2.440281030444965,61.0,61.0,61.0,61.0,101.0,101.0,770,770,0,0.0,101,101,2,2,2,2,1,1,0.0
